https://www.allmovie.com/movie/the-perks-of-being-a-wallflower-v551680, The Perks of Being a Wallflower, Drama, Coming-of-Age Message Movie Teen Movie, Sep 8 2012, 10, USA, PG13, 8,  Sexual Situations Youth Substance Use, Stephen Chbosky, Mr. Mudd, Summit Entertainment, Food for Thought | In the Mood for Love | Just for Fun | Unloveables, Haunted By the Past | High School Life | Misfits and Outsiders, coming-of-age teenagers wallflower, , Author Stephen Chbosky adapts his own best-selling novel about a withdrawn teen who attempts to remain hopeful for the future while dreading every day of the present. Emma Watson Ezra Miller and Logan Lerman star., , The Spectacular Now | Almost Famous | Submarine | Struck By Lightning | Beware the Gonzo | Some Kind of Wonderful
https://www.allmovie.com/movie/the-act-of-killing-v570923, The Act of Killing, Culture & Society, Social History Tragedies & Catastrophes, Jul 19 2013, 11, Denmark Norway UK, NR, 9,  Adult Situations Violence, Joshua Oppenheimer, Final Cut for Real ApS Novaya Zemlya Ltd. Piraya Film AS Spring Films Ltd. Torstein Grude, Drafthouse Films, Uncomfortable Viewing, , Communism death-squad gangster history Indonesia killing movie paramilitary perpetrators violence, , Celebrated documentary filmmakers Errol Morris and Werner Herzog act as executive producers on Joshua Oppenheimer and Christine Cynn's deeply chilling documentary exploring mankind's frightening capacity for violence. Desperate to understand the rationale behind the mass killings of Communists in Indonesia during the 1960s Oppenheimer and Cynn present former Indonesian death squad leader Anwar Congo with a unique opportunity -- reenact his savage crimes for the camera in the style of his favorite Hollywood films and allow him the opportunity to speak candidly about his memories and motivations for committing mass murder. Later as Congo recalls the various methods he and his followers used to intimidate and slaughter scores of Communists the reality of his heinous transgressions begin to set in and vivid nightmares fill his nights with unspeakable terror., , Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. | The Unknown Known | The Redemption of General Butt Naked | Das radikal Bose | S21: The Khmer Rouge Killing Machine | Into the Abyss
https://www.allmovie.com/movie/we-steal-secrets-the-story-of-wikileaks-v576217, We Steal Secrets: The Story of WikiLeaks, Culture & Society, Biography, May 24 2013, 12, USA, R, 10,  Graphic Violence Profanity Sexual Situations, Alex Gibney, Global Produce Jigsaw, Focus World, , Fighting the System | Members of the Press, information-technology news secrets, , Acclaimed documentarian Alex Gibney (Enron: The Smartest Guys in the Room) takes the reins for this no-holds-barred look at one of the most unusual phenomena of early 21st century media. In 2006 an Iceland-based outfit called The Sunshine Press launched the website WikiLeaks.org. As run by Australian Internet activist Julian Assange the site's mandate involved regularly publishing top-secret documents and covert information often regarding governments and their respective military operations. As might be expected this set off a firestorm between those who admired the organization's bravado and resourcefulness and those who argued not unjustly that the dissemination of data regarding such events as the U.S. war in Afghanistan could put untold numbers of lives at risk. In We Steal Secrets Gibney relays the story of the WikiLeaks website from the inside and moves beyond black and white to penetrate a complex network of activity guided by courage and idealism but also allegedly guilty of ethical insensitivity and hypocrisy., , Frontline: WikiSecrets - Julian Assange Bradley Manning and WikiLeaks | We Are Legion: The Story of the Hacktivists | If a Tree Falls: A Story of the Earth Liberation Front | Manufacturing Consent: Noam Chomsky and the Media | Power and Terror: Noam Chomsky in Our Times | The Weather Underground
https://www.allmovie.com/movie/stories-we-tell-v570674, Stories We Tell, Culture & Society, Biography, May 10 2013, 10, Canada, PG13, 9,  Adult Situations Profanity Sexual Situations Smoking, Sarah Polley, National Film Board of Canada, Mongrel Media Roadside Attractions, , Fathers and Daughters | Haunted By the Past | Infidelity, family father memories, , Sarah Polley's documentary Stories We Tell finds the director/actress exploring a family secret. She had discovered a few years earlier that her biological father was not actually the person she knew as her father; in an effort to fully understand this long-held family secret Polley interviews every member of her family and had the man she thought of as her dad write his version of events and record it using him reading his story as a recurring voiceover throughout the film. Stories We Tell screened at the 2012 Toronto International Film Festival., , F for Fake | Away From Her | Take This Waltz | The Diary of Anne Frank | Stevie | Four Seasons Lodge
https://www.allmovie.com/movie/the-impossible-v555923, The Impossible, Drama, Disaster Film Family Drama, Dec 21 2012, 10, Spain, PG13, 8,  Brief Nudity Violence, Juan Antonio Bayona, Apaches Entertainment Canal Plus Generalitat Valenciana ICAA IVAC La Trini Mediaset España Telecinco Cinema, Summit Entertainment, Only Human | Triumph of the Spirit, Families in Crisis | Forces of Nature | Stranded, Christmas compassion courage family rescue son Thailand tsunami vacation, , Director Juan Antonio Bayona follows up his critically acclaimed feature debut The Orphanage with this drama set during the 2004 Thailand tsunami detailing one family's incredible fight for survival. Inspired by actual events The Impossible finds Henry (Ewan McGregor) his wife Maria (Naomi Watts) and their three sons lounging poolside at a scenic Thailand resort following an eventful Christmas. But just as the family begins to forget their troubles and settle in for a relaxing tropical getaway one of the worst natural disasters in modern history changes their lives in the blink of an eye. Meanwhile as shock gives way to abject horror the devoted parents fight to protect their children encountering scenes of heart-wrenching tragedy and experiencing acts of incredible compassion as the entire country is engulfed in chaos. Tom Hollander and Geraldine Chaplin co-star., , All Is Lost | Vinyan | Not Today | Eyes to See | World Trade Center | Hereafter
https://www.allmovie.com/movie/starlet-v561743, Starlet, Comedy Drama, Slice of Life, Nov 9 2012, 10, USA, NR, 7, , Sean Baker, , Music Box Films, , Unlikely Friendships | Women's Friendship, friendship marijuana widow/widower woman, , A free-spirited 21-year-old woman strikes up an unlikely friendship with an elderly widow in this drama from writer/director Sean Baker (Take Out Prince of Broadway). Young Jane (Dree Hemingway) has a fondness for cannabis and a Chihuahua named Starlet that never leaves her side. One day she happens across a garage sale at the home of lonely octogenarian Sadie (Besedka Johnson) and clashes with the aging widow while attempting to make a purchase. Later upon investigating the item Jane discovers that it contains a secret cache of money. Determined to help the acerbic Sadie solve the mystery of the hidden cash Jane reaches out to Sadie and finds the secrets of her past slowly bubbling to the surface as a warm bond grows between them., , Fried Green Tomatoes | My First Mister | Antonia's Line | Once | Boogie Nights | Steel Magnolias
https://www.allmovie.com/movie/argo-v542623, Argo, Thriller, Docudrama Political Thriller, Oct 12 2012, 12, USA, R, 8,  Profanity Violence, Ben Affleck, GK Films Smokehouse Pictures, Warner Brothers, Nail-biters, Daring Rescues | Race Against Time | Schemes and Ruses | Americans Abroad, ambassador [political] American [nationality] Canadian [nationality] escape fake Iran movie CIA (Central-Intelligence-Agency) diplomat embassy Hollywood, , When militants seize control of the U.S. embassy in Tehran during the height of the Iranian Revolution CIA agent Tony Mendez (Ben Affleck) creates a fake Hollywood film production in order to rescue a group of American diplomats who have sought refuge at the home of the Canadian ambassador. As the six members of the embassy staff remain behind closed doors armed militants conduct thorough searches of local homes and kill anyone suspected of harboring the Americans. Realizing that it's only a matter of time before the six are identified and taken hostage Mendez offers a unique - yet potentially dangerous - solution: posing as a Canadian film producer he will enter into Tehran under the precipice of scouting locations for an upcoming science fiction opus gather up the refugees pass them off as his crew at the airport and fly out of Iran right under the militants' noses. Shortly after touching down in Iran however Mendez contends with a few unexpected developments that threaten to erode the bond of trust he needs to establish with the refugees and expose his deception. Meanwhile even if they do manage to make it as far as the airport government bureaucracy threatens to leave them hopelessly stranded in their most desperate hour. Alan Arkin John Goodman and Bryan Cranston co-star. Inspired by actual events., , The Kill Hole | The Company You Keep | Wag the Dog | Charlie Wilson's War | Babel | Syriana
https://www.allmovie.com/movie/frankenweenie-v424945, Frankenweenie, Fantasy, Family-Oriented Comedy Fantasy Comedy, Oct 5 2012, 9, USA, PG, 8,  Scary Moments, Tim Burton, , Walt Disney Pictures, Fantastic Reality | Young and Old Alike, Man's Best Friend, afterlife animal electrical-shock experiment Frankenstein laboratory reanimation science-project, , Tim Burton's 1984 short film Frankenweenie is resurrected for the big screen with this stop-motion 3D remake which once again centers on a boy (Charlie Tahan) who reanimates his dead terrier and the suburban fallout that occurs because of it. Big Fish screenwriter John August provided the script for the Walt Disney production., , The Nightmare Before Christmas | Coraline | Monster House | Tim Burton's Corpse Bride | Men in Black | Hotel Transylvania
https://www.allmovie.com/movie/rust-and-bone-v563524, Rust and Bone, Drama, Inspirational Drama, Nov 23 2012, 11, Belgium France, R, 8, , Jacques Audiard, Canal + Centre du Cinéma and L'Audiovisuel de la Fédération Wallonie-Bruxelles Ciné Fonds Audiovisuel Flamand France 2 Cinéma France Télévisions Les Films du Fleuve Lumière Lunanime Page 114 RTBF Voo Why Not Productions, Sony Pictures Classics, Triumph of the Spirit, Living With Disability, bouncer single-parent whale wheelchair, , A struggling single father helps a beautiful whale trainer recover her will to live following a terrible accident that leaves her confined to a wheelchair. Lonely and destitute Ali (Matthias Schoenaerts) leaves the north of France for his sister's house in Antibes after becoming the sole guardian of his estranged five-year-old son Sam. When Ali lands a job as a bouncer in a nearby nightclub things quickly start to look up for the itinerant father and son. Then one night after breaking up a fight in the club Ali meets the radiant Stephanie (Marion Cotillard) and slips her his number after dropping her off safely at home. Though Stephanie's position on the high end of the social spectrum makes romance an unlikely prospect for the pair a tragic accident at Marineland robs her of her legs and finds her reaching out in desperation to Ali. Her spirit broken by the same tragedy that took her legs Stephanie gradually finds the courage to go on living trough transcendent moments spent with Ali -- a man with precious little pity but an enormous love of life., , The Beat That My Heart Skipped | Haute Cuisine | Go Now | The Kid With a Bike | The Intouchables | La Vie en Rose
https://www.allmovie.com/movie/holy-motors-v565874, Holy Motors, Avant-garde / Experimental Fantasy, Surrealist Film, Oct 17 2012, 11, France Germany, NR, 9, , Leos Carax, Arte France Cinéma Pandora Film Pierre Grise Productions Théo Films WDR-Arte, Indomina Releasing, Head Trips, Actor's Life, impersonation, , This freewheeling surrealist outing from France attempts to dispense almost completely with conventional narrative structure; instead it offers a series of absurdist sketches with scarcely any discernible connection between them. The film opens on a character played by director Leos Carax known only as "Le Dormeur." After waking up one morning he somehow locates and opens a secret door in his apartment and wanders into a packed movie house where an audience watches King Vidor's classic The Crowd and a giant dog wanders up and down the aisles. Meanwhile Oscar (Denis Lavant) rides to work in a white limousine driven by his close friend and associate Céline (Edith Scob); Oscar's job it seems involves using makeup elaborate costumes and props to carry out a number of complex and unusual scenarios. Of these one has the actor performing an action sequence and simulated sex with an actress on a soundstage while he's filmed by an off-camera director. The second sequence puts him in a sewer with Monsieur Merde a character who first appeared in Carax's segment in the omnibus picture Tokyo!; here Merde falls in love with a beautiful model (Eva Mendes) who accompanies him on a jaunt through a cemetery. Subsequent episodes cast Oscar in a deathbed melodrama a gangster film a musical alongside pop star Kylie Minogue and much more. At one point in the picture Carax implies that Oscar may be acting these scenes out for hidden cameras which are webcasting the episodes for Internet surfers. An intriguing footnote: Movie buffs may experience some déjà vu while watching Scob in this film as she's deliberately used to invoke her characterization from Georges Franju's 1960 horror classic Eyes without a Face and at one point even wears a facial mask similar to the one she donned in that picture. Holy Motors marked Carax's first feature since the 1999 Pola X., , Inland Empire | If the Seed Doesn't Die | Funny Girl | Birdman | Raiders of the Lost Ark | Fame
https://www.allmovie.com/movie/the-hunt-v564345, The Hunt, Drama, Psychological Drama, Jul 12 2013, 11, Denmark, R, 8,  Profanity Sexual Situations Violence, Thomas Vinterberg, Zentropa Entertainments, Magnolia Pictures, Food for Thought, Scandals and Cover-Ups | Small-Town Life, accusation Christmas community day-care gossip lies pariah pedophilia rumors, , A child's lie threatens to destroy the life of a divorced day-care worker attempting to reconnect with his teenage son in this emotionally charged drama from director Thomas Vinterberg (The Celebration Submarino). In the wake of a fractured marriage 40-year-old Lucas (Mads Mikkelsen) gets a new girlfriend and a new job in a day-care center while fighting to win custody of his teenage son. Lucas is a respected figure in his close-knit community and the kids at the center where he works all look up to him. When Lucas repeatedly finds young Klara (Annika Wedderkopp) roaming the streets alone as her parents engage in angry shouting matches he becomes something of a protector to the frightened young girl often walking her home once the arguments have died down. When Klara attempts to repay Lucas' kindness with a kiss on the lips the shocked teacher quickly corrects her by telling her that such a display of affection is not appropriate. Upset over being rebuffed by the man she so admires Klara responds by telling the inexperienced manager of the day-care center that she saw Lucas engaged in inappropriate activity. Before long the rumor has caught fire and as Christmas approaches mob mentality prevails. Everyone close to Lucas including his two best friends and his son quickly become pariahs in the community. Meanwhile the desperate Lucas wages a losing battle to reclaim his dignity in a town that would sooner see an innocent man crucified than admit their mistake., , Whiplash | All the President's Men | The Hustler | Who's Afraid of Virginia Woolf? | American Gangster | Dog Day Afternoon
https://www.allmovie.com/movie/west-of-memphis-v553701, West of Memphis, History, Law & Crime, Dec 25 2012, 14, New Zealand, R, 8,  Profanity Violence, Amy Berg, Disarming Films Wingnut Films, Sony Pictures Classics, Triumph of the Spirit, Death Row | Miscarriage of Justice | Social Injustice, death-row evidence exoneration false-conviction innocence investigation, , Although the infamous case of the West Memphis Three has already been the subject of three first-class documentaries from director Joe Berlinger Amy Berg's West of Memphis again explores the oft-documented incarceration of three teenagers for a triple homicide that many believe they never committed. Co-produced by one of the three supposedly falsely convicted men West of Memphis lays out the case for their innocence and details how a number of high-profile figures -- including Eddie Vedder Johnny Depp and Natalie Maines -- helped raise money and awareness in order to free the trio. West of Memphis played at the 2012 Toronto International Film Festival., , Paradise Lost: The Child Murders at Robin Hood Hills | Paradise Lost 3: Purgatory | Paradise Lost 2: Revelations | The Staircase | The Trials of Darryl Hunt | Sons of Perdition
https://www.allmovie.com/movie/wadjda-v570501, Wadjda, Drama, Childhood Drama Social Problem Film, Sep 13 2013, 9, Saudi Arabia, PG, 8,  Mild Language Smoking, Haifaa al-Mansour, Bayerischer Rundfunk High Look Group Norddeutscher Rundfunk Razor Film Rotana Studios, Sony Pictures Classics, , Battle of the Sexes, battle-of-the-sexes bicycle competition neighborhood race [competition], , Writer/director Haifaa al-Mansour makes her feature directorial debut with this film about a headstrong 10-year-old girl named Wadjda (Waad Mohammed) who's determined to challenge a neighborhood boy to a bike race despite the potentially dire repercussions. When Wadjda's mother refuses to purchase her a bike the young girl defiantly enters a Koran reading competition to earn the money she needs to buy it herself. Once Wadjda has her bike the only thing left to do is prove to her young friend Abdullah that girls can race bikes just as well as boys. But not everyone is willing to accept a young girl who refuses to play by society's rules and now the closer Wadjda gets to achieving her goal the deeper her understanding of the division between the sexes grows., , The Day I Became A Woman | The Edge of Heaven | When We Leave | A Separation | Kadosh | Desert Flower
https://www.allmovie.com/movie/greetings-from-tim-buckley-v570706, Greetings From Tim Buckley, Drama, Biopic [feature] Musical Drama Showbiz Drama, May 3 2013, 9, USA, , 9, , Dan Algrant, A2Z Smuggler Films, Focus World Tribeca Film, , Fathers and Sons | Musician's Life, father singer tribute-concert, , Set in 1991 just three years before the release of Jeff Buckley's debut album Grace and six years before his untimely death at age 30 director Dan Algrant's Greetings From Tim Buckley follows the troubled young musician as he prepares to participate in a tribute concert for his late father while at the same time struggling to emerge from under his father's colossal shadow. As the concert at St. Ann's Church approaches rising musician Tim (Penn Badgley) wrestles with the anger of being abandoned by his dad (who later died of a drug overdose) and starts to fall for a Allie (Imogen Poots) a pretty intern who's helping to organize the performance. Meanwhile as Tim grapples with the complex emotions of feeling like an outsider and a guest of honor at the same time glimpses of his father's rise and fall puts the young musician's life into a unique perspective., , Walk the Line | The Buddy Holly Story | La Bamba | Tim Buckley: A Review and Critique of the Man and His Music | Great Balls of Fire! | La Vie en Rose
https://www.allmovie.com/movie/hitchcock-v415854, Hitchcock, Drama, Biopic [feature] Showbiz Drama, Nov 23 2012, 9, USA, PG13, 7,  Adult Situations Sexual Situations Violence, Sacha Gervasi, Dune Entertainment Ingenious Media Montecito Picture Co., Cold Spring Pictures Fox Searchlight, Memory Lane, Filmmaking, film-director horror-films, , Director Sacha Gervasi adapts Stephen Rebello's book Alfred Hitchcock and the Making of Psycho to explore the relationship between the legendary British director (Anthony Hopkins) and his wife Alma Reville (Helen Mirren) who played a crucial behind-the-scenes role in the making of her husband's terrifying 1960 classic Psycho. Scarlett Johansson co-stars as Janet Leigh and James D'Arcy portrays Anthony Perkins in a film also featuring Jessica Biel Danny Huston Toni Collette and Ralph Macchio., , Ed Wood | My Week With Marilyn | Alfred Hitchcock: Master of Suspense | Chaplin | Psycho | The Aviator
